iter	Passed	Remaining
198	5761	23189
199	5787	23150
200	5814	23113
201	5840	23071
202	5867	23035
203	5893	22995
204	5919	22958
205	5947	22922
206	5971	22878
207	6000	22847
208	6026	22806
209	6052	22768
210	6078	22730
211	6104	22692
212	6132	22658
213	6159	22624
214	6187	22590
215	6214	22555
216	6243	22527
217	6269	22489
218	6295	22452
219	6323	22420
220	6349	22380
221	6376	22346
222	6404	22316
223	6430	22278
224	6491	22359
225	6528	22357
226	6564	22355
227	6598	22343
228	6630	22323
229	6664	22309
230	6697	22294
231	6727	22271
232	6754	22236
233	6780	22196
234	6806	22156
235	6833	22122
236	6859	22083
237	6886	22048
238	6913	22014
239	6940	21978
240	6966	21940
241	6994	21909
242	7021	21873
243	7048	21840
244	7075	21805
245	7104	21775
246	7131	21742
247	7159	21708
248	7184	21668
249	7212	21637
250	7239	21603
251	7264	21563
252	7291	21529
253	7318	21494
254	7346	21464
255	7373	21429
256	7400	21395
257	7428	21362
258	7455	21330
259	7481	21292
260	7509	21263
261	7537	21232
262	7564	21198
263	7590	21162
264	7618	21131
265	7642	21089
266	7675	21070
267	7702	21037
268	7728	21002
269	7755	20967
270	7783	20937
271	7808	20899
272	7835	20867
273	7860	20828
274	7888	20797
275	7916	20765
276	7943	20733
277	7971	20704
278	8000	20674
279	8026	20638
280	8052	20604
281	8079	20571
282	8105	20536
283	8132	20503
284	8157	20465
285	8185	20434
286	8213	20405
287	8239	20370
288	8266	20336
289	8293	20305
290	8319	20270
291	8346	20238
292	8372	20203
293	8400	20173
294	8428	20142
295	8456	20113
296	8483	20079
297	8511	20051
298	8538	20018
299	8565	19986
300	8592	19953
301	8616	19915
302	8643	19882
303	8670	19851
304	8698	19820
305	8725	19789
306	8752	19758
307	8785	19739
308	8813	19708
309	8841	19679
310	8869	19649
311	8894	19612
312	8920	19580
313	8947	19547
314	8973	19514
315	9001	19484
316	9026	19448
317	9055	19421
318	9082	19388
319	9107	19354
320	9134	19322
321	9163	19294
322	9192	19266
323	9220	19237
324	9251	19215
325	9282	19190
326	9312	19166
327	9337	19130
328	9363	19097
329	9388	19060
330	9414	19027
331	9442	18999
332	9470	18968
333	9500	18944
334	9530	18917
335	9560	18893
336	9590	18866
337	9623	18848
338	9648	18813
339	9675	18782
340	9702	18750
341	9730	18720
342	9758	18692
343	9787	18664
344	9813	18632
345	9841	18601
346	9868	18570
347	9893	18535
348	9922	18507
349	9947	18473
350	9974	18443
351	10002	18413
352	10027	18379
353	10061	18361
354	10092	18337
355	10124	18314
356	10156	18292
357	10187	18270
358	10218	18244
359	10244	18213
360	10269	18177
361	10296	18146
362	10322	18113
363	10349	18083
364	10376	18052
365	10402	18019
366	10430	17990
367	10456	17958
368	10484	17929
369	10512	17898
370	10536	17864
371	10564	17834
372	10592	17805
373	10618	17772
374	10645	17743
375	10673	17713
376	10701	17683
377	10727	17651
378	10752	17618
379	10780	17588
380	10810	17563
381	10839	17535
382	10869	17510
383	10900	17485
384	10931	17462
385	10961	17436
386	10989	17407
387	11016	17376
388	11042	17344
389	11069	17314
390	11095	17282
391	11125	17255
392	11152	17225
393	11180	17195
394	11206	17164
395	11234	17136
396	11260	17103
397	11286	17070
398	11314	17042
399	11340	17010
400	11367	16979
401	11392	16947
402	11418	16915
403	11445	16884
404	11471	16852
405	11498	16822
406	11522	16789
407	11553	16763
408	11582	16737
409	11614	16713
410	11641	16682
411	11667	16651
412	11695	16622
413	11725	16596
414	11752	16567
415	11783	16541
416	11812	16514
417	11844	16490
418	11869	16459
419	11897	16430
420	11924	16400
421	11962	16385
422	12000	16369
423	12030	16343
424	12061	16318
425	12093	16295
426	12120	16264
427	12147	16234
428	12173	16202
429	12198	16170
430	12226	16140
431	12251	16108
432	12278	16077
433	12309	16053
434	12337	16024
435	12366	15997
436	12397	15972
437	12427	15946
438	12457	15919
439	12486	15891
440	12513	15861
441	12539	15830
442	12568	15802
443	12594	15771
444	12621	15741
445	12647	15710
446	12675	15680
447	12702	15650
448	12728	15619
449	12756	15590
450	12782	15560
451	12808	15528
452	12834	15498
453	12862	15469
454	12892	15442
455	12923	15417
456	12953	15391
457	12984	15365
458	13015	15340
459	13042	15310
460	13067	15279
461	13095	15249
462	13122	15219
463	13149	15190
464	13175	15159
465	13202	15129
466	13230	15100
467	13258	15071
468	13284	15040
469	13311	15011
470	13337	14979
471	13365	14950
472	13394	14924
473	13425	14897
474	13451	14867
475	13479	14838
476	13506	14808
477	13532	14778
478	13560	14749
479	13586	14719
480	13616	14691
481	13645	14664
482	13674	14636
483	13705	14611
484	13735	14585
485	13762	14555
486	13789	14526
487	13816	14496
488	13845	14468
489	13872	14438
490	13898	14408
491	13925	14378
492	13952	14348
493	13980	14320
494	14005	14288
495	14032	14258
496	14059	14229
497	14085	14198
498	14112	14169
499	14138	14138
500	14167	14111
501	14195	14082
502	14221	14051
503	14247	14021
504	14274	13992
505	14301	13962
506	14328	13932
507	14354	13902
508	14381	13873
509	14408	13843
510	14434	13812
511	14460	13783
512	14489	13755
513	14515	13725
514	14544	13697
515	14573	13669
516	14597	13637
517	14625	13609
518	14652	13579
519	14677	13548
520	14704	13519
521	14731	13490
522	14757	13459
523	14783	13429
524	14810	13400
525	14836	13369
526	14861	13338
527	14889	13310
528	14917	13281
529	14942	13251
530	14969	13222
531	14996	13192
532	15022	13162
533	15049	13133
534	15077	13104
535	15104	13075
536	15131	13046
537	15160	13018
538	15185	12987
539	15211	12958
540	15237	12927
541	15265	12899
542	15290	12868
543	15316	12838
544	15344	12810
545	15368	12779
546	15395	12749
547	15422	12721
548	15448	12690
549	15476	12662
550	15500	12631
551	15528	12602
552	15556	12574
553	15584	12546
554	15611	12517
555	15639	12488
556	15664	12458
557	15692	12430
558	15719	12401
559	15746	12372
560	15772	12342
561	15795	12310
562	15823	12282
563	15850	12253
564	15876	12223
565	15905	12195
566	15930	12165
567	15956	12136
568	15983	12106
569	16008	12076
570	16037	12049
571	16064	12020
572	16091	11991
573	16118	11962
574	16145	11933
575	16170	11903
576	16199	11875
577	16224	11845
578	16251	11816
579	16280	11789
580	16305	11759
581	16331	11729
582	16358	11700
583	16383	11670
584	16411	11642
585	16436	11612
586	16466	11585
587	16493	11557
588	16522	11529
589	16548	11499
590	16575	11471
591	16601	11441
592	16629	11413
593	16656	11384
594	16683	11355
595	16710	11327
596	16736	11297
597	16761	11268
598	16789	11239
599	16815	11210
600	16842	11181
601	16870	11153
602	16896	11124
603	16924	11096
604	16953	11068
605	16978	11039
606	17006	11010
607	17034	10982
608	17060	10953
609	17086	10924
610	17113	10895
611	17138	10865
612	17167	10838
613	17191	10807
614	17218	10779
615	17245	10750
616	17271	10721
617	17299	10693
618	17323	10663
619	17352	10635
620	17379	10606
621	17406	10578
622	17433	10549
623	17459	10520
624	17484	10490
625	17512	10462
626	17538	10433
627	17565	10405
628	17593	10376
629	17619	10348
630	17645	10319
631	17673	10290
632	17698	10261
633	17725	10232
634	17751	10203
635	17780	10176
636	17810	10149
637	17836	10120
638	17863	10091
639	17891	10063
640	17919	10035
641	17945	10006
642	17972	9978
643	17997	9949
644	18025	9921
645	18053	9893
646	18079	9864
647	18106	9835
648	18134	9807
649	18160	9778
650	18187	9750
651	18215	9722
652	18243	9694
653	18271	9666
654	18298	9638
655	18324	9609
656	18352	9581
657	18378	9552
658	18404	9523
659	18432	9495
660	18459	9467
661	18487	9439
662	18514	9410
663	18539	9381
664	18565	9352
665	18593	9324
666	18620	9296
667	18646	9267
668	18674	9239
669	18699	9210
670	18726	9181
671	18752	9153
672	18779	9124
673	18806	9096
674	18832	9067
675	18859	9039
676	18884	9009
677	18912	8982
678	18939	8953
679	18965	8924
680	18991	8896
681	19018	8867
682	19044	8839
683	19072	8811
684	19099	8782
685	19127	8755
686	19155	8727
687	19182	8699
688	19208	8670
689	19235	8642
690	19264	8614
691	19292	8586
692	19320	8559
693	19347	8530
694	19374	8502
695	19401	8474
696	19430	8446
697	19456	8418
698	19485	8390
699	19511	8362
700	19538	8333
701	19565	8305
702	19591	8277
703	19619	8248
704	19647	8221
705	19671	8191
706	19698	8163
707	19725	8135
708	19752	8107
709	19780	8079
710	19825	8058
711	19859	8033
712	19885	8004
713	19913	7976
714	19939	7948
715	19967	7919
716	19995	7892
717	20021	7863
718	20048	7835
719	20075	7807
720	20104	7779
721	20130	7750
722	20157	7722
723	20183	7694
724	20210	7666
725	20236	7637
726	20264	7609
727	20294	7582
728	20321	7554
729	20348	7526
730	20374	7497
731	20402	7469
732	20429	7441
733	20455	7412
734	20482	7384
735	20509	7356
736	20536	7328
737	20563	7300
738	20588	7271
739	20615	7243
740	20644	7215
741	20669	7187
742	20697	7159
743	20721	7130
744	20747	7101
745	20775	7073
746	20802	7045
747	20828	7017
748	20858	6989
749	20884	6961
750	20912	6933
751	20938	6905
752	20964	6876
753	20993	6849
754	21018	6820
755	21044	6792
756	21071	6764
757	21097	6735
758	21125	6707
759	21150	6679
760	21179	6651
761	21205	6623
762	21230	6594
763	21257	6566
764	21284	6538
765	21310	6510
766	21338	6482
767	21364	6453
768	21392	6426
769	21419	6397
770	21444	6369
771	21474	6342
772	21502	6314
773	21528	6286
774	21555	6257
775	21583	6230
776	21608	6201
777	21646	6176
778	21680	6150
779	21708	6122
780	21736	6095
781	21768	6068
782	21797	6040
783	21823	6012
784	21851	5984
785	21878	5956
786	21904	5928
787	21932	5900
788	21959	5872
789	21987	5844
790	22014	5816
791	22041	5788
792	22068	5760
793	22095	5732
794	22121	5704
795	22149	5676
796	22177	5648
797	22203	5620
798	22231	5592
799	22258	5564
800	22284	5536
801	22312	5508
802	22339	5480
803	22366	5452
804	22395	5424
805	22422	5397
806	22448	5368
807	22475	5340
808	22503	5312
809	22528	5284
810	22555	5256
811	22582	5228
812	22610	5200
813	22638	5172
814	22663	5144
815	22691	5116
816	22718	5088
817	22743	5060
818	22772	5032
819	22798	5004
820	22823	4976
821	22851	4948
822	22879	4920
823	22913	4894
824	22940	4866
825	22966	4838
826	22994	4810
827	23022	4782
828	23051	4754
829	23077	4726
830	23102	4698
831	23130	4670
832	23155	4642
833	23182	4614
834	23210	4586
835	23238	4558
836	23264	4530
837	23291	4502
838	23317	4474
839	23345	4446
840	23371	4418
841	23397	4390
842	23424	4362
843	23449	4334
844	23478	4306
845	23504	4278
846	23528	4250
847	23557	4222
848	23584	4194
849	23611	4166
850	23639	4138
851	23667	4111
852	23693	4083
853	23721	4055
854	23747	4027
855	23773	3999
856	23800	3971
857	23826	3943
858	23854	3915
859	23882	3887
860	23910	3860
861	23939	3832
862	23967	3804
863	23994	3776
864	24020	3748
865	24048	3721
866	24073	3692
867	24101	3665
868	24128	3637
869	24155	3609
870	24181	3581
871	24209	3553
872	24236	3525
873	24263	3497
874	24290	3470
875	24316	3442
876	24343	3414
877	24369	3386
878	24399	3358
879	24427	3331
880	24455	3303
881	24481	3275
882	24509	3247
883	24538	3219
884	24564	3192
885	24591	3164
886	24618	3136
887	24645	3108
888	24673	3080
889	24698	3052
890	24727	3024
891	24755	2997
892	24781	2969
893	24809	2941
894	24836	2913
895	24861	2885
896	24889	2857
897	24916	2830
898	24942	2802
899	24969	2774
900	24994	2746
901	25022	2718
902	25048	2690
903	25077	2663
904	25106	2635
905	25135	2607
906	25163	2580
907	25191	2552
908	25220	2524
909	25248	2497
910	25274	2469
911	25301	2441
912	25329	2413
913	25355	2385
914	25382	2357
915	25408	2330
916	25436	2302
917	25462	2274
918	25488	2246
919	25515	2218
920	25542	2190
921	25567	2162
922	25594	2135
923	25621	2107
924	25649	2079
925	25678	2052
926	25705	2024
927	25731	1996
928	25758	1968
929	25785	1940
930	25811	1913
931	25840	1885
932	25866	1857
933	25893	1829
934	25922	1802
935	25951	1774
936	25977	1746
937	26010	1719
938	26037	1691
939	26063	1663
940	26090	1635
941	26118	1608
942	26145	1580
943	26174	1552
944	26201	1524
945	26228	1497
946	26255	1469
947	26281	1441
948	26306	1413
949	26334	1386
950	26362	1358
951	26389	1330
952	26417	1302
953	26445	1275
954	26471	1247
955	26498	1219
956	26526	1191
957	26553	1164
958	26581	1136
959	26608	1108
960	26635	1080
961	26662	1053
962	26689	1025
963	26715	997
964	26743	969
965	26770	942
966	26797	914
967	26824	886
968	26849	858
969	26877	831
970	26905	803
971	26931	775
972	26958	748
973	26986	720
974	27012	692
975	27039	664
976	27066	637
977	27093	609
978	27120	581
979	27146	554
980	27176	526
981	27204	498
982	27232	470
983	27258	443
984	27285	415
985	27311	387
986	27336	360
987	27363	332
988	27390	304
989	27418	276
990	27446	249
991	27473	221
992	27502	193
993	27553	166
994	27585	138
995	27611	110
996	27638	83
997	27664	55
998	27692	27
999	27718	0
