iter	Logloss
131	0.2697965781
132	0.2696395616
133	0.2691570467
134	0.2688926798
135	0.2686964915
136	0.2684972597
137	0.2678598307
138	0.2675571528
139	0.2674025803
140	0.2667928752
141	0.2664377597
142	0.2662875457
143	0.266050996
144	0.2658489387
145	0.2654871135
146	0.2653217679
147	0.265130476
148	0.2649343283
149	0.2642734738
150	0.2640482917
151	0.2638104313
152	0.2636629294
153	0.2633298519
154	0.2631569967
155	0.2626923731
156	0.2623746355
157	0.2622468855
158	0.2620961524
159	0.2619484475
160	0.2617913121
161	0.261640255
162	0.2615172546
163	0.2613418591
164	0.2611653232
165	0.2609137995
166	0.2603604264
167	0.260230706
168	0.2600426986
169	0.2598347334
170	0.25964768
171	0.259465777
172	0.259361196
173	0.2591637293
174	0.2589876728
175	0.2588217659
176	0.2585980859
177	0.2582553416
178	0.2581291988
179	0.2577921685
180	0.2576674548
181	0.2573432669
182	0.2570873925
183	0.2569917079
184	0.2567459263
185	0.2565953096
186	0.2564448912
187	0.2563162063
188	0.2560690736
189	0.2557512165
190	0.2552826927
191	0.2549999577
192	0.2548131307
193	0.2545254541
194	0.2542520366
195	0.2540587737
196	0.2538921196
197	0.2534711124
198	0.2532501248
199	0.2531527805
200	0.2528473957
201	0.2523716571
202	0.2522498665
203	0.2520884003
204	0.2519761163
205	0.2513733893
206	0.2511182203
207	0.250935467
208	0.2506602145
209	0.2502733421
210	0.2497311848
211	0.2495650394
212	0.2490642259
213	0.2489000909
214	0.2487226896
215	0.2482634353
216	0.2480671823
217	0.2479596651
218	0.2478556441
219	0.2477243217
220	0.2475672666
221	0.2472991589
222	0.2471607764
223	0.2468038343
224	0.246665228
225	0.2462907694
226	0.2459896905
227	0.2458751707
228	0.2457334227
229	0.2454340988
230	0.2452232234
231	0.2449089051
232	0.2443959508
233	0.2441315384
234	0.244043256
235	0.2437512256
236	0.2434772123
237	0.2430027946
238	0.2426114386
239	0.2424298881
240	0.2421896992
241	0.2417861383
242	0.2415862599
243	0.2413587852
244	0.2411567595
245	0.2410452669
246	0.240921069
247	0.2405670684
248	0.2404187407
249	0.2401025168
250	0.2399452991
251	0.2397095791
252	0.2394866256
253	0.2390867273
254	0.2389382584
255	0.2385002075
256	0.2377839153
257	0.2376162484
258	0.2370447541
259	0.2369326996
260	0.2364416406
261	0.2362508108
262	0.2359225565
263	0.2356737626
264	0.235465651
265	0.2349828904
266	0.2347567916
267	0.234510325
268	0.234361166
269	0.2339040958
270	0.2337273974
271	0.2335771516
272	0.2334608882
273	0.2331810298
274	0.2330626408
275	0.2329096397
276	0.2327865986
277	0.2326821741
278	0.2324996748
279	0.2322757115
280	0.2321738397
281	0.2320161898
282	0.2317168535
283	0.2315872997
284	0.2310317228
285	0.2305733846
286	0.2301315139
287	0.2300204134
288	0.2297910955
289	0.2296367875
290	0.2293300528
291	0.2290440893
292	0.2287837882
293	0.228682571
294	0.2284721605
295	0.2283547218
296	0.2279906696
297	0.2277318901
298	0.2276377927
299	0.2274532603
300	0.227255192
301	0.2271583402
302	0.2270497139
303	0.226523029
304	0.2261855356
305	0.2260811895
306	0.2259824158
307	0.2257660524
308	0.225565216
309	0.2251454265
310	0.2248622484
311	0.2246705554
312	0.2245803487
313	0.2243542938
314	0.2241792063
315	0.224003034
316	0.2238746297
317	0.2237317601
318	0.2236186656
319	0.2231519302
320	0.2230510582
321	0.2228350689
322	0.2223673479
323	0.222174532
324	0.2219960214
325	0.2218726952
326	0.2217910926
327	0.2217006224
328	0.2215479687
329	0.221369533
330	0.221046401
331	0.2209944868
332	0.220925751
333	0.2208370552
334	0.2207585751
335	0.2206737623
336	0.2205870497
337	0.2204904998
338	0.2203828193
339	0.2200605314
340	0.2198877396
341	0.2198126933
342	0.2193788705
343	0.2193077893
344	0.2191348996
345	0.219081223
346	0.2185896046
347	0.2185273216
348	0.2184094308
349	0.2183114109
350	0.2181962261
351	0.2176348136
352	0.217265998
353	0.2170677827
354	0.2169097163
355	0.216754469
356	0.2166515677
357	0.2165808865
358	0.2163156687
359	0.2161017053
360	0.2157525181
361	0.2156966518
362	0.2155802081
363	0.2154755364
364	0.2153955888
365	0.2152765674
366	0.2152085049
367	0.2151295462
368	0.2147875744
369	0.2147182636
370	0.2145880456
371	0.2145283281
372	0.2144442678
373	0.2143225895
374	0.2141659224
375	0.2139454311
376	0.213862686
377	0.2137756321
378	0.2136904376
379	0.2136144636
380	0.213418542
381	0.2133472265
382	0.2132386362
383	0.2130275291
384	0.2129305165
385	0.2127628256
386	0.2126850102
387	0.2123300918
388	0.2121987691
389	0.2120368503
390	0.211988341
391	0.2118806712
392	0.2118056202
393	0.211352666
394	0.2112718664
395	0.2111778891
396	0.2110342815
397	0.2108115386
398	0.2107499718
399	0.2104688981
400	0.2103237731
401	0.2102153932
402	0.2101304108
403	0.2100963346
404	0.2100479866
405	0.2100168372
406	0.2099506705
407	0.209881814
408	0.2098305986
409	0.2096597487
410	0.209582901
411	0.2095188408
412	0.2094356955
413	0.20927474
414	0.2092126025
415	0.2091812776
416	0.2091065758
417	0.2090288668
418	0.2089574884
419	0.2088213265
420	0.2087537792
421	0.2087128091
422	0.2086658003
423	0.2085138145
424	0.2084363298
425	0.2083864466
426	0.2083026079
427	0.2082034381
428	0.2081278949
429	0.2080568405
430	0.2079851649
431	0.2077105601
432	0.2076784787
433	0.2075549066
434	0.2074122968
435	0.2069841871
436	0.2068849639
437	0.2068497245
438	0.2067906619
439	0.2067076839
440	0.2066451994
441	0.2065001931
442	0.2062534843
443	0.2060330875
444	0.2055953479
445	0.2055322525
446	0.205311164
447	0.2052565791
448	0.2051868076
449	0.2050473991
450	0.2049251295
451	0.2048628196
452	0.2048350096
453	0.2047614543
454	0.2044769074
455	0.2044558593
456	0.2040705085
457	0.2037382595
458	0.2035813916
459	0.2033848502
460	0.203154015
461	0.2030891889
462	0.2028915341
463	0.2028407159
464	0.2027853956
465	0.2027083515
466	0.2024150141
467	0.2023598808
468	0.2022178427
469	0.2021511244
470	0.2020814196
471	0.2020136647
472	0.2018783709
473	0.2017630922
474	0.2017107858
475	0.2016484833
476	0.2015439018
477	0.2014481304
478	0.2013896098
479	0.2013536018
480	0.2010683891
481	0.2010164986
482	0.2009642392
483	0.2008879874
484	0.2008255896
485	0.2007154258
486	0.20068729
487	0.2006298993
488	0.2005956593
489	0.2005054578
490	0.2004579518
491	0.2004373435
492	0.2003780375
493	0.2003079859
494	0.2001933762
495	0.2001386027
496	0.2000476199
497	0.1999674393
498	0.1998714825
499	0.1997860759
500	0.1997315306
501	0.1996997104
502	0.1996661048
503	0.1996126252
504	0.1995220292
505	0.1994918489
506	0.1994472375
507	0.1993730665
508	0.1992219874
509	0.1991753456
510	0.1991362694
511	0.199095523
512	0.199039206
513	0.1989419159
514	0.1988918768
515	0.1988137045
516	0.198744447
517	0.1986946036
518	0.1986444836
519	0.1985266857
520	0.1984361968
521	0.1982313469
522	0.1981828518
523	0.1981265957
524	0.1980363326
525	0.1979930429
526	0.197923169
527	0.1976997782
528	0.1976743388
529	0.1975959802
530	0.1975352352
531	0.1974138295
532	0.1973564733
533	0.1971769187
534	0.1971248061
535	0.1969448115
536	0.1967209091
537	0.1966383999
538	0.196598155
539	0.1965767568
540	0.1965649453
541	0.1964626133
542	0.1963847596
543	0.1963556694
544	0.1962707092
545	0.1961602066
546	0.1960836221
547	0.1959577624
548	0.1959101192
549	0.195895577
550	0.1958708404
551	0.1958277279
552	0.1957666265
553	0.1957045624
554	0.1956439059
555	0.1955884221
556	0.195518751
557	0.1954842147
558	0.1954492277
559	0.1953405743
560	0.1952947613
561	0.1952432194
562	0.1951813857
563	0.195142107
564	0.1951144163
565	0.1950633295
566	0.1949966094
567	0.1948750426
568	0.194821381
569	0.1947719888
570	0.1947361592
571	0.1946853893
572	0.19463622
573	0.1945518797
574	0.1945368618
575	0.1943259812
576	0.194198887
577	0.1940871382
578	0.1939791504
579	0.1938448111
580	0.1937776501
581	0.1937207168
582	0.1936730345
583	0.1935347178
584	0.1933945488
585	0.1933083343
586	0.1932436219
587	0.1931284869
588	0.193079607
589	0.1930286811
590	0.192978715
591	0.192796322
592	0.1927506677
593	0.1927091711
594	0.1926675973
595	0.192619871
596	0.1925312702
597	0.1923649144
598	0.1923463564
599	0.1922921403
600	0.1922671051
601	0.1922241899
602	0.1921708425
603	0.1920035944
604	0.1919550505
605	0.191926385
606	0.1919032446
607	0.19185327
608	0.1916686951
609	0.1914324144
610	0.1912308869
611	0.1911490074
612	0.1910269227
613	0.1909861735
614	0.1909372828
615	0.1908810606
616	0.1908408563
617	0.1907895227
618	0.1907028638
619	0.1906268832
620	0.1905307407
621	0.1904638704
622	0.190297131
623	0.190239502
624	0.1901917107
625	0.1901239415
626	0.1900624215
627	0.1900346855
628	0.1900050994
629	0.1899099684
630	0.189848863
631	0.1896998485
632	0.1896153102
633	0.1895619702
634	0.1895080337
635	0.1894675767
636	0.1894061232
637	0.1893882397
638	0.1892551832
639	0.1891340987
640	0.1890836526
641	0.1889872626
642	0.1888513931
643	0.1888215127
644	0.1887388904
645	0.1886101937
646	0.1885467789
647	0.1885130662
648	0.1884660554
649	0.1884373266
650	0.188383261
651	0.1882394637
652	0.1881892736
653	0.1880786697
654	0.1880359845
655	0.1880087473
656	0.1879412435
657	0.1878882251
658	0.1878317682
659	0.1877801307
660	0.1877250018
661	0.1876692315
662	0.187441385
663	0.1873447937
664	0.1872707783
665	0.1872535
666	0.1872229509
667	0.1871817874
668	0.1871146999
669	0.1870641407
670	0.1870368956
671	0.1869748308
672	0.1868693331
673	0.1868016213
674	0.1867803347
675	0.1867616641
676	0.1866967954
677	0.1866584781
678	0.1866262461
679	0.1865771127
680	0.1865172586
681	0.1864965688
682	0.1864659872
683	0.1864467017
684	0.1864027284
685	0.1863492819
686	0.1863237585
687	0.1863058103
688	0.1862601748
689	0.1862280945
690	0.1861946548
691	0.1861588782
692	0.1861214902
693	0.1859769092
694	0.185902251
695	0.1857387111
696	0.1856336504
697	0.185593857
698	0.1855347541
699	0.1855102506
700	0.1854488596
701	0.1853335317
702	0.1853100404
703	0.1851288276
704	0.1850731504
705	0.1850306553
706	0.1849980127
707	0.1849494071
708	0.1849255385
709	0.1848281427
710	0.1847929471
711	0.1845928818
712	0.1845457806
713	0.1844549127
714	0.1843561016
715	0.1842554775
716	0.184203984
717	0.1841089145
718	0.1840378155
719	0.1839913844
720	0.1839354297
721	0.1838829736
722	0.1838191214
723	0.1837522039
724	0.1837285042
725	0.1836891994
726	0.1836695811
727	0.183648085
728	0.1835999179
729	0.1835360977
730	0.1834681037
731	0.1833672301
732	0.1833146226
733	0.1832624568
734	0.1832211182
735	0.1830868651
736	0.1830545226
737	0.1830173601
738	0.1829694765
739	0.1829211186
740	0.1828252625
741	0.182739376
742	0.1827022578
743	0.1826967407
744	0.1826434431
745	0.1825905765
746	0.1825237723
747	0.1824322485
748	0.1822567144
749	0.1821868817
750	0.1821270487
751	0.1820740424
752	0.1819947259
753	0.1819466738
754	0.1819057934
755	0.1818728003
756	0.1818276238
757	0.1817757257
758	0.1817099969
759	0.1816837829
760	0.1816498855
761	0.1816109034
762	0.1815952126
763	0.1815418287
764	0.1814834394
765	0.1814407095
766	0.1814105484
767	0.1813635785
768	0.1813155594
769	0.1812726012
770	0.181193763
771	0.1811651214
772	0.1810459682
773	0.1810191865
774	0.1809608597
775	0.1809347838
776	0.1807870307
777	0.180711909
778	0.1806727695
779	0.1806277833
780	0.1805696097
781	0.1805276233
782	0.1804870836
783	0.1803879482
784	0.1803723514
785	0.1803627979
786	0.180300359
787	0.1802575363
788	0.1802331864
789	0.1801718777
790	0.1800843213
791	0.1800708508
792	0.1800271969
793	0.1798978605
794	0.1798667411
795	0.1798272211
796	0.1797856961
797	0.1797773597
798	0.1797573499
799	0.1797216581
800	0.1796981101
801	0.1796837173
802	0.1796504194
803	0.1796117298
804	0.179520945
805	0.1794813921
806	0.1794278561
807	0.1793876505
808	0.1793360371
809	0.1793058539
810	0.1792176031
811	0.1791592985
812	0.179114162
813	0.1790542972
814	0.1790282369
815	0.1789647166
816	0.178896467
817	0.1788642601
818	0.1788427745
819	0.1787574175
820	0.1787470483
821	0.1787026964
822	0.178659168
823	0.1785908877
824	0.1785669604
825	0.1785141119
826	0.1784597088
827	0.1784045781
828	0.1782919019
829	0.1782186332
830	0.1781685512
831	0.1781016207
832	0.178078142
833	0.1780548722
834	0.1780404772
835	0.1780059606
836	0.1779749874
837	0.1779276837
838	0.1778761989
839	0.177856927
840	0.1778219606
841	0.1777827453
842	0.1777330028
843	0.177693413
844	0.1776322376
845	0.1775938986
846	0.1775598674
847	0.1775177266
848	0.177482343
849	0.1774344885
850	0.1773688694
851	0.1773133176
852	0.1771647958
853	0.1771274075
854	0.1770949566
855	0.177067063
856	0.1769519991
857	0.1769367707
858	0.1768830622
859	0.1768625159
860	0.1768265402
861	0.1767647244
862	0.176704801
863	0.1766963671
864	0.1766717886
865	0.1766510865
866	0.1766240304
867	0.1765964281
868	0.1765689747
869	0.1765120589
870	0.1764752635
871	0.1764433154
872	0.1763409584
873	0.1763022516
874	0.1762548075
875	0.176234579
876	0.1762102555
877	0.17616035
878	0.176141781
879	0.176112492
880	0.1760780746
881	0.1760127064
882	0.1759804467
883	0.1759481576
884	0.1758377986
885	0.1757915041
886	0.1757539031
887	0.1757225304
888	0.1756814004
889	0.175656898
890	0.1756058516
891	0.1755518155
892	0.1755230174
893	0.1754785415
894	0.1754354972
895	0.1754056333
896	0.1753855459
897	0.1753130045
898	0.1752750485
899	0.1752552642
900	0.1751177121
901	0.1750867534
902	0.1750468676
903	0.1750117382
904	0.1749727127
905	0.1748918178
906	0.1748796326
907	0.1748574723
908	0.1748390718
909	0.1747629634
910	0.1745317653
911	0.174500017
912	0.1744733574
913	0.1744410169
914	0.1744065057
915	0.1743766525
916	0.1743410874
917	0.1743110521
918	0.1742800732
919	0.1742433271
920	0.1741661198
921	0.1741240275
922	0.1741113562
923	0.1740642319
924	0.1739771525
925	0.1739001172
926	0.1738602524
927	0.1737813103
928	0.173584316
929	0.1735459638
930	0.173456513
931	0.1733376111
932	0.173249921
933	0.1730811171
934	0.1730277754
935	0.1728590599
936	0.1727893726
937	0.1727341523
938	0.1726682839
939	0.172611667
940	0.1725203029
941	0.1724787162
942	0.1724278392
943	0.1724050451
944	0.1723274169
945	0.1722423509
946	0.1722347019
947	0.1722126699
948	0.1721442277
949	0.1720954278
950	0.1720566279
951	0.1720004278
952	0.1719303011
953	0.171899302
954	0.1718572719
955	0.1718252227
956	0.171707857
957	0.1716583143
958	0.1716146485
959	0.1715850403
960	0.1715502206
961	0.1715080579
962	0.1714997917
963	0.1714702447
964	0.1713773004
965	0.1713494232
966	0.1712430047
967	0.1711257539
968	0.1710395091
969	0.171001429
970	0.1709362242
971	0.1708739849
972	0.1708313338
973	0.1708211532
974	0.1708063564
975	0.170761582
976	0.1706957001
977	0.1706448268
978	0.1706229373
979	0.1705969962
980	0.1705808064
981	0.1705316768
982	0.1704940029
983	0.1704667319
984	0.1704548971
985	0.1704177737
986	0.1703413835
987	0.1703140049
988	0.1702945416
989	0.1702071974
990	0.1701774244
991	0.1701530775
992	0.1701143571
993	0.1700430031
994	0.1700123085
995	0.1699772628
996	0.1699009889
997	0.1698717168
998	0.1698056027
999	0.1696998994
