iter	Logloss
557	0.2372383719
558	0.2371911066
559	0.237008341
560	0.2368884745
561	0.2368533871
562	0.236808335
563	0.2367587533
564	0.2366756904
565	0.2366366281
566	0.2365968747
567	0.2365587781
568	0.2365193302
569	0.2364458928
570	0.2363503234
571	0.2363227714
572	0.2361770844
573	0.2360642482
574	0.2359900617
575	0.2359213642
576	0.23589412
577	0.235823086
578	0.2357911625
579	0.2357309378
580	0.2356618101
581	0.2356301385
582	0.2355843296
583	0.2355329666
584	0.2354347475
585	0.2354096856
586	0.2353649109
587	0.2352188114
588	0.2351237121
589	0.2350255404
590	0.2348915515
591	0.234794097
592	0.2346688738
593	0.2346475916
594	0.2345108871
595	0.2345024762
596	0.2344701908
597	0.2343244947
598	0.2343075438
599	0.2342664864
600	0.2342536941
601	0.2342325465
602	0.2340841207
603	0.2339430043
604	0.2339010326
605	0.2338872535
606	0.2338201265
607	0.2336588729
608	0.2336114656
609	0.2335395484
610	0.2334228045
611	0.2334011933
612	0.2333312419
613	0.2332992144
614	0.2331004304
615	0.2330870618
616	0.2330305433
617	0.2329243345
618	0.2328800869
619	0.2328570231
620	0.2327989094
621	0.2327747424
622	0.232750514
623	0.2326852619
624	0.2326335127
625	0.2325812898
626	0.2325498713
627	0.232530803
628	0.2324935843
629	0.2322480994
630	0.2321584779
631	0.2320854826
632	0.2320392688
633	0.2319993738
634	0.2319627104
635	0.2319247006
636	0.2318475314
637	0.2317964625
638	0.2317393624
639	0.2316428275
640	0.231618093
641	0.2315597474
642	0.2315161446
643	0.2314367176
644	0.2313924951
645	0.2313742061
646	0.2313051469
647	0.2312261555
648	0.2312072525
649	0.2311389577
650	0.2310970595
651	0.2310529195
652	0.2310235201
653	0.2309897164
654	0.2308318031
655	0.2307943241
656	0.2307669393
657	0.2306717486
658	0.2305939055
659	0.2305575371
660	0.2305274108
661	0.2304863536
662	0.2304229186
663	0.2303474993
664	0.2303201216
665	0.2302902988
666	0.2302098459
667	0.2301503571
668	0.230134079
669	0.23006654
670	0.2300043491
671	0.2299696523
672	0.2299495922
673	0.2298995345
674	0.229850181
675	0.2298123517
676	0.2297613889
677	0.2297431237
678	0.2297053709
679	0.2296777582
680	0.2296425772
681	0.2295926813
682	0.2295582378
683	0.2295292268
684	0.2294960089
685	0.2294376464
686	0.229396025
687	0.229342855
688	0.2293070465
689	0.229243224
690	0.2291168812
691	0.2290026793
692	0.2289905233
693	0.2289323966
694	0.2288531495
695	0.2287993844
696	0.2287434149
697	0.2286609573
698	0.2286332138
699	0.2286133711
700	0.2285762064
701	0.2285428451
702	0.2285199379
703	0.2284488065
704	0.2284050552
705	0.2283689055
706	0.2281183439
707	0.2280471124
708	0.228034138
709	0.2280056872
710	0.2278967236
711	0.2278321463
712	0.2277930216
713	0.2277750687
714	0.227733146
715	0.2276711071
716	0.2276295311
717	0.227580142
718	0.2275453841
719	0.2275373362
720	0.2274983697
721	0.2274235705
722	0.2273726853
723	0.2273599901
724	0.2273174282
725	0.2272909314
726	0.2272579296
727	0.227220154
728	0.2271474675
729	0.2271059059
730	0.2270957646
731	0.2270573211
732	0.2270219248
733	0.2268044065
734	0.2267518607
735	0.2266844758
736	0.2266607899
737	0.2266041392
738	0.2265505118
739	0.2265005945
740	0.2264305672
741	0.2263627211
742	0.2263198796
743	0.2262918016
744	0.2262333921
745	0.2261797216
746	0.2260847694
747	0.226007836
748	0.2259733171
749	0.2259604476
750	0.2259089361
751	0.225846028
752	0.2257734002
753	0.2256763336
754	0.2256565002
755	0.2255975418
756	0.2255642342
757	0.2255233067
758	0.2254980779
759	0.2254067095
760	0.2253874116
761	0.2253435592
762	0.2252419133
763	0.2251466122
764	0.2251027453
765	0.2249811104
766	0.2249410686
767	0.224913294
768	0.2248482231
769	0.2248066987
770	0.2247955531
771	0.2247835763
772	0.2247544022
773	0.2247384169
774	0.2247011937
775	0.2246007195
776	0.2245570231
777	0.2245354288
778	0.2245118493
779	0.224457594
780	0.2243116227
781	0.224245742
782	0.2242064531
783	0.2241700255
784	0.2241300607
785	0.2240931498
786	0.2240827763
787	0.2240486048
788	0.2239485138
789	0.2239143245
790	0.2238580775
791	0.2237504537
792	0.2236770864
793	0.2236465218
794	0.2236393696
795	0.2235806547
796	0.2235487165
797	0.2235090934
798	0.2234716321
799	0.2234115073
800	0.2233573364
801	0.2232987634
802	0.2232581058
803	0.2231968524
804	0.223170867
805	0.2231079342
806	0.2230823895
807	0.2230488258
808	0.2229450881
809	0.2228996688
810	0.2228680064
811	0.2228372231
812	0.222785457
813	0.2227050763
814	0.2225097182
815	0.2223842559
816	0.2223416271
817	0.2222477176
818	0.2222179183
819	0.2221766435
820	0.2221327689
821	0.2220449963
822	0.2220343808
823	0.221996331
824	0.2219189194
825	0.2218275692
826	0.2218186154
827	0.2217808169
828	0.2217072274
829	0.2216814418
830	0.2216609396
831	0.2216180689
832	0.2215657722
833	0.2215546523
834	0.2215388098
835	0.2215151554
836	0.2214814375
837	0.2214509713
838	0.2214219697
839	0.2212775371
840	0.2212190988
841	0.2211510421
842	0.2211279089
843	0.2210445201
844	0.2210357676
845	0.2209926442
846	0.2209765578
847	0.2209571037
848	0.2208697235
849	0.2208487044
850	0.220708259
851	0.2206478465
852	0.2206197468
853	0.2205419568
854	0.2205106164
855	0.22047059
856	0.2203857584
857	0.2203205558
858	0.2202792291
859	0.2202651124
860	0.2202364876
861	0.2202175829
862	0.2201806516
863	0.2201184906
864	0.2199901607
865	0.2199606679
866	0.2199223733
867	0.2198706562
868	0.2198445627
869	0.2197938305
870	0.2197503444
871	0.21967994
872	0.2196580634
873	0.2196300937
874	0.2195880842
875	0.2195083406
876	0.2194567433
877	0.2193987025
878	0.2193219549
879	0.21923755
880	0.2191818239
881	0.2191521147
882	0.2191360256
883	0.219083831
884	0.2190696228
885	0.2190439952
886	0.2189860609
887	0.2189197886
888	0.2188500547
889	0.218819482
890	0.2187916762
891	0.2187107875
892	0.2186466055
893	0.2186323036
894	0.2185932788
895	0.2185792567
896	0.2185546867
897	0.2184829142
898	0.218461529
899	0.2184065116
900	0.2183886891
901	0.2183591279
902	0.2183322262
903	0.2182717423
904	0.2182371789
905	0.2182122835
906	0.2181800715
907	0.218158601
908	0.2181145736
909	0.2180990229
910	0.2180501588
911	0.217990397
912	0.2179697114
913	0.2179562345
914	0.2179055817
915	0.2177843151
916	0.2177123201
917	0.2176600351
918	0.2176326815
919	0.2176041309
920	0.2175687034
921	0.2175538466
922	0.2175084445
923	0.2174518701
924	0.2174243471
925	0.2174130612
926	0.2173578326
927	0.2173273021
928	0.2172674036
929	0.2172475259
930	0.217232039
931	0.2172035819
932	0.2171633282
933	0.2170960827
934	0.2170038507
935	0.2169744751
936	0.2169371263
937	0.2169117793
938	0.21688813
939	0.2168553219
940	0.2168273947
941	0.2167891344
942	0.2167566805
943	0.2166928049
944	0.2166412885
945	0.216570547
946	0.2165130243
947	0.2164792331
948	0.2164108726
949	0.2163144516
950	0.2162968296
951	0.2162264187
952	0.2162068532
953	0.2161800751
954	0.2161500776
955	0.21609621
956	0.2160733508
957	0.2160505096
958	0.2160134416
959	0.215988862
960	0.2159581254
961	0.2159126141
962	0.21587666
963	0.2158018911
964	0.2157931421
965	0.21576947
966	0.2157057973
967	0.2156977297
968	0.2156499359
969	0.2156367489
970	0.2156107519
971	0.2155473162
972	0.2154301929
973	0.2153984811
974	0.2153705568
975	0.2153354365
976	0.2152529632
977	0.2152008851
978	0.2151529003
979	0.2151473256
980	0.2151161162
981	0.2150830791
982	0.2150576919
983	0.2150184517
984	0.2149699517
985	0.2149489364
986	0.2148906285
987	0.2148491758
988	0.2147552983
989	0.2147313288
990	0.2146891737
991	0.2146265262
992	0.2145963162
993	0.2145356916
994	0.2144480575
995	0.2144196261
996	0.2143961108
997	0.2143154289
998	0.2143043838
999	0.2142220055
